group,group_rationale,variable_key,label,skip_condition,explanation,scripts
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,CRPdate1,Date of initial CRP,$CRP = true,Shown when CRP ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,CRPdate2,Date of final CRP,$CRP2 = true,Shown when follow-up CRP ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,CSFOrg,CSF Organism,$LP = 'YesP',Shown when lumbar puncture performed is Yes and positive,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,CUSSR,Result of CUSS,$IMAGING = 'CUSS',Shown when imaging performed is Cranial Ultrasound Scan,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,CUSSdate,Date of CUSS,$IMAGING = 'CUSS',Shown when imaging performed is Cranial Ultrasound Scan,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,CXRR,Result of CXR,$IMAGING = 'CXR',Shown when imaging performed is Chest X-Ray,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,CXRdate,Date of CXR,$IMAGING = 'CXR',Shown when imaging performed is Chest X-Ray,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,ChestAusc,Chest auscultation,$Stethoscope = true,Shown when stethoscope available: Yes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Creatinine2R,Final Creatinine (micromol/l),$UE2 = true,Shown when follow-up UE ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,DNAPCRResult,What was the result?,$DNAPCR = 'Y',Shown when HIV DNA PCR ordered is Yes,Sally Mugabe CH Discharge
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,DateFBC2,Date of final FBC,$FBC2 = true,Shown when follow-up FBC ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,DateVDRLSameHIV,Date of syphilis test same as HIV test?,$ANVDRL = 'Y',Shown when antenatal syphilis test done is Yes,Generic PHC Admission
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,ECHOR,Result of Echo,$IMAGING = 'ECHO',Shown when imaging performed is Echocardiography,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,ECHOdate,Date of Echo,$IMAGING = 'ECHO',Shown when imaging performed is Echocardiography,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,FBCdate1,Date of initial FBC,$FBC = true,Shown when full blood count ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,GLUC1R,Initial glucose (mmol/l),$GLUC = true,Shown when blood glucose measured: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,GLUCdate1,Date of initial glucose,$GLUC = true,Shown when blood glucose measured: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Glucdate2,Date of final glucose,$GLUC2 = true,Shown when follow-up glucose measured: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Glucose2R,Final glucose (mmol/l),$GLUC2 = true,Shown when follow-up glucose measured: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,HAART,Is the mother on HAART? / Maternal HAART Status / Mother on HAART? / Was the baby initiated on HAART? / When did mother start Highly active antiretroviral therapy (HAART)?,$DNAPCRResult = 'R' | $HIVTestResults = 'R' or $MatHIVtest = 'N' or $HIVTestResults = 'U' | $HIVtestResult = 'R' | $HIVtestResult = 'R' or $HIVtestResult = 'U',"Shown when HIV DNA PCR result is Code1
Shown when What was the Result is Reactive or maternal HIV test done is No or What was the Result is Unknown
Shown when baby's HIV test result is Reactive
Shown when baby's HIV test result is Reactive or baby's HIV test result is Unknown","Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, DHIS2 Mat Outcomes (Retro Data) - Malawi, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Kasungu District Hospital Neotree Discharge, NeoDischarge, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Admission, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,HB1R,Initial Haemoglobin (g/dL),$FBC = true,Shown when full blood count ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Hb2R,Final Haemaglobin (mg/dl),$FBC2 = true,Shown when follow-up FBC ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,HepBRes,Hepatitis B Test Result,$HepBYN = 'Y',Shown when hepatitis B test done is Yes,Neotree Admission
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,HepBdate,Hepatitis B Test Date,$HepBYN = 'Y' | $HepBdate = 'N',"Shown when hepatitis B test done is Yes
Shown when Hepatitis B Test Date is No","Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,HypoSymptoms,Symptomatic? / Symptomatic? ,$BloodSugarmmol < 2.5 or $BloodSugarmg < 45 | $BloodSugarmmol < 2.6 or $BloodSugarmg < 46.8,"Shown when blood sugar (mmol/L) is less than 2.5 or blood sugar (mg/dL) is less than 45
Shown when blood sugar (mmol/L) is less than 2.6 or blood sugar (mg/dL) is less than 46.8","Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,LPGluc,CSF Glucose (mmol/L),$LPGlucAvail = 'Y',Shown when LP glucose result available is Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,LPProt,CSF Protein (mg/dL),$LPProtAvail = 'Y',Shown when LP protein result available is Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,LXRR,Result of Limb X-ray,$IMAGING = 'LXR',Shown when imaging performed is Limb X-ray,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,LXRdate,Date of Limb X-ray,$IMAGING = 'LXR',Shown when imaging performed is Limb X-ray,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,ManualHR,Manual Heart Rate (beats per minute) / Manual Heart Rate (beats/min),$NoPulseOx = true | $SatsMonAvailable = 'N',"Shown when pulse oximeter not available: Yes
Shown when pulse oximeter available is No","Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Murmur,Heart sounds,$Stethoscope = true,Shown when stethoscope available: Yes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,OTHXRR,Other Imaging Result,$IMAGING = 'OTH',Shown when imaging performed is Other imaging,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,OTHXRdate,Date of Other Imaging,$IMAGING = 'OTH',Shown when imaging performed is Other imaging,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,PLT1R,Initial platelet count (10*9/L),$FBC = true,Shown when full blood count ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,PLT2R,Final Platelets (10*9/l),$FBC2 = true,Shown when follow-up FBC ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,POT1R,Initial potassium (mmol/l),$UE = true,Shown when urea & electrolytes ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,PROPHYLAXIS,Was the baby given HIV prophylaxis?,$HIVtestResult = 'R' and $DNAPCRResult = 'NR',"Shown when baby's HIV test result is Reactive, and HIV DNA PCR result is Code 0",Sally Mugabe CH Discharge
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,PartnerTrSyph,Was the partner treated?,$ANVDRLResult = 'P' | $ANVDRLResult = 'P' or $ANVDRL = 'U',"Shown when antenatal VDRL result is POSITIVE
Shown when antenatal VDRL result is POSITIVE or antenatal syphilis test done is Not Sure","Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Potassium2R,Final Potassium (mmol/l),$UE2 = true,Shown when follow-up UE ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,ROPReview,When is the follow-up review for retinopathy of prematurity screening scheduled?,$ROPResult != 'NoROP',Shown when ROP screening result is not No signs of retinopathy are observed.,Sally Mugabe CH Discharge
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,SOD1R,Initial sodium (mmol/l),$UE = true,Shown when urea & electrolytes ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,SatsAir,Oxygen Sats in Air (%),$SatsMonAvailable = 'Y',Shown when pulse oximeter available is Yes,"Generic PHC Admission, Kasungu District Hospital Neotree Admission"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Sodium2R,Final Sodium (mmol/l),$UE2 = true,Shown when follow-up UE ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,TORCHRe,Blood test results,$TORCH = true,Shown when TORCH serology performed: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,TORCHdate,Date of TORCH screen,$TORCH = true,Shown when TORCH serology performed: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Temperature,Temperature (degs C),$ThermAvailable = 'Y',Shown when thermometer available is Yes,Generic PHC Admission
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,UEdate1,Date of initial UE,$UE = true,Shown when urea & electrolytes ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,UEdate2,Date of final UE,$UE2 = true,Shown when follow-up UE ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,UR1R,Initial Urea (mmol/l),$UE = true,Shown when urea & electrolytes ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Urea2R,Final Urea (mmol/l),$UE2 = true,Shown when follow-up UE ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,WCC1R,Initial WCC (10*9/L),$FBC = true,Shown when full blood count ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,WCC2R,Final WCC (10*9/l),$FBC2 = true,Shown when follow-up FBC ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,otherInv,Please specify other investigation,$Inv = 'other',Shown when investigations done is Other,Sally Mugabe CH Discharge
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,transfontR,Result of Transfontanelle ultrasound scan,$IMAGING = 'transfont',Shown when imaging performed is Transfontanelle ultrasound scan,Sally Mugabe CH Discharge
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,transfontage,Age at Transfontanelle ultrasound scan,$IMAGING = 'transfont',Shown when imaging performed is Transfontanelle ultrasound scan,Sally Mugabe CH Discharge
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,transfontdate,Date of Transfontanelle ultrasound scan,$IMAGING = 'transfont',Shown when imaging performed is Transfontanelle ultrasound scan,Sally Mugabe CH Discharge
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",DNAPCR,Did the baby get a DNA PCR test?,$HIVtestResult = 'R' or $HIVtestResult = 'U',Shown when baby's HIV test result is Reactive or baby's HIV test result is Unknown,Sally Mugabe CH Discharge
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",DateHIVtest,When was this test? (skip if date unknown),$MatHIVtest = 'Y',Shown when maternal HIV test done is Yes,Generic PHC Admission
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",HIVPCRInfD,Date of Infant HIV PCR,$HIVPCRInf = true,Shown when infant HIV PCR result: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",HIVPCRInfR,HIV PCR Result for Infant,$HIVPCRInf = true,Shown when infant HIV PCR result: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",HIVTestResults,What was the Result?,$MatHIVtest = 'Y',Shown when maternal HIV test done is Yes,DHIS2 Mat Outcomes (Retro Data) - Malawi
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",HIVtestReport,Where did you get the HIV testing information from?,$HIVtestResult = 'R' or $HIVtestResult = 'NR',Shown when baby's HIV test result is Reactive or baby's HIV test result is Non Reactive,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",HIVtestResult,HIV test result / Mothers HIV Status,$MatHIVtest = 'Y' | $MatHIVtest = true,"Shown when maternal HIV test done is Yes
Shown when maternal HIV test done: Yes","Generic PHC Admission, Sally Mugabe CH Discharge"
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",LengthHAART,Mother on HAART since when?,$HAART = 'Y',Shown when mother on HAART is Yes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Kasungu District Hospital Neotree Discharge, NeoDischarge, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Admission"
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",MatHIVPD,Maternal HIV test date,$MatHIVP = true,Shown when mother HIV positive: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",MatHIVPR,Maternal HIV test result (postnatal),$MatHIVP = true,Shown when mother HIV positive: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",MatPART,Maternal ART Commenced Postnatally?,$MatHIVPR = 'P',Shown when maternal HIV PCR result is Code 1,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",TestThisPreg,Test during this pregnancy? / Was the HIV test done during this pregnancy?,$MatHIVtest = 'Y',Shown when maternal HIV test done is Yes,"DHIS2 Mat Outcomes (Retro Data) - Malawi, Generic PHC Admission"
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",VLKnown,Do you know the viral load?,$HAART= 'Y' | $MatHIVtest = 'Y' and $HAART= 'Y',"Shown when mother on HAART is Yes
Shown when maternal HIV test done is Yes, and mother on HAART is Yes","Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",VLNumber,Viral Load / Viral Load (copies/ml),$VLKnown = 'Y',Shown when viral load known is Yes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
HIV pathway,"HAART, viral load, DNA PCR, and prophylaxis fields only shown for HIV-positive or unknown-status patients.",VLtxt,Viral load details,$VLKnown = 'Y',Shown when viral load known is Yes,Generic PHC Admission
Syphilis pathway,Treatment and result detail fields only shown after a positive or equivocal syphilis screen.,ANMatSyphTreat,COMPLETED treatment for syphilis antenatally? / COMPLETED treatment for syphilis?,$ANVDRLResult = 'P' or $ANVDRLResult = 'U',Shown when antenatal VDRL result is POSITIVE or antenatal VDRL result is Unknown/Equivocal,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Kasungu District Hospital Neotree Discharge, NeoDischarge, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Admission, Sally Mugabe CH Discharge"
Syphilis pathway,Treatment and result detail fields only shown after a positive or equivocal syphilis screen.,ANVDRLReport,How did you receive the information about syphilis testing?,$ANVDRLResult = 'P' or $ANVDRLResult = 'N',Shown when antenatal VDRL result is POSITIVE or antenatal VDRL result is NEGATIVE,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Syphilis pathway,Treatment and result detail fields only shown after a positive or equivocal syphilis screen.,MatRPRR,Maternal RPR Result,$MatRPR = true,Shown when maternal RPR test done: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Syphilis pathway,Treatment and result detail fields only shown after a positive or equivocal syphilis screen.,MatRPRT,Mother treated for syphilis postnatally?,$MatRPRR = 'P',Shown when maternal RPR result is Positive,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Syphilis pathway,Treatment and result detail fields only shown after a positive or equivocal syphilis screen.,SyphAct,If not what action was taken?,$ANMatSyphTreat = 'N',Shown when antenatal syphilis treatment given is No,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",ANSterCrse,When were the steroids given?,$ANSteroids = 'Y',Shown when antenatal steroids given is Yes,"Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",BCGD,When was BCG given?,$BCG = 'Y',Shown when BCG vaccine given is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurAZT,Duration AZT (Zidovudine),$MedsGiven = 'AZT',Shown when medications given is AZT (Zidovudine),"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurAmik,Duration Amikacin,$MedsGiven = 'AMIK',Shown when medications given is Amikacin,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurAmin,Duration Aminophylline,$MedsGiven = 'AMIN',Shown when medications given is Aminophylline,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurAmox,Duration Amoxicillin,$MedsGiven = 'AMOX',Shown when medications given is Amoxicillin,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurAmp,Duration Ampicillin,$MedsGiven = 'AMP',Shown when medications given is Ampicillin,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurBP,Duration X-penicillin,$MedsGiven = 'BP',Shown when medications given is X penicillin,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurCaff,Duration Caffeine,$MedsGiven = 'CAF',Shown when medications given is Caffeine,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
